Contig	AWG0_V	AWG10_V	AWG1_V	AWG2_V	AWG3_V	AWG5_V	AWG6_V	AYW2_V	AYW6_V	AZB1_V	AZB2_V	AZB4_V	AZC1_V	AZC3_V	AZC5_V	AZE2_V	AZE7_V	AZJ10_V	AZJ1_V	AZJ6_V	AZK1_V	AZK4_V	AZO8_V	AZO9_V	AZP1_V	AZP2_V	AZR1_V	AZS0_V	AZS1_V	AZS2_V	AZT2_V	AZV1_V	AZX1_V	AZX2_V	AZX4_V	BAC3_V	BAC7_V	BAD1_V	BAD2_V	BAF1_V	BAF2_V	BAF3_V	BAF7_V	BAF8_V	BAH14_V	BAH1_V	BAH4_V	BAJ2_V	BAJ6_V	BAL2_V	BAL6_V	BAM1_V	BAM2_V	BAM4_V	BAM6_V	BAO5_V	BAO6_V	BAS3_V	BAT4_V	BAW0_V	BAW1_V	BAW4_V	BAW5_V	BAW6_V	BAX1_V	BAX2_V	BAX3_V	BAX4_V	BAX6_V	BAY1_V	BAY4_V	BAY6_V	BAY9_V	BBD0_V	BBD1_V	BBD2_V	BBD6_V	BBF1_V	BBF6_V	BBF8_V	BBN1_V	BBN3_V	BBN6_V	BCL5_V	BCL6_V	G01M_8068_V	G01M_8190_V	G01M_8193_V	G01M_8197_V	G01M_8337_V	G01M_8340_V	G01M_8349_V	G01M_8363_V	G01M_8393_V	G01M_8394_V	G01M_8396_V	G01M_8399_V	G01M_8405_V	G01M_8414_V	G01M_8418_V	G01M_8519_V	G01M_8520_V	G01M_8528_V	G01M_8533_V	G01M_8588_V	G01M_8590_V	G01M_8597_V	G01M_8653_V	G01M_8658_V	G01M_8661_V	G01M_8755_V	G01M_8757_V	G01M_8768_V	G01M_8870_V	G01M_8873_V	G03J_7869_V4	G03J_7872_V1	G03J_7875_V2	G03J_7879_V5	G03J_7944_V3	G05A_8347_V6	G18F_V10	G18F_V11	G18F_V12	G18F_V14	G18F_V17	G18F_V18	G18F_V20	G18F_V2	G18F_V6	G18F_V9	G21F_7876_V1	G21F_7878_V2	G21F_7881_V3	G21F_7946_V4	G21F_7947_V5	G23J_7924V	G23J7927V1	G23J7928V2	G23J_7933V	G23J_7936V	G23J_7937V	G23J_7940V	G23J_7943V	G23J_8030V	G23J_8060V	G23J_8062V	G23J_8064V	G23J_8066V	G23J_8067V	G23J_8195V	G23J_8196V	G23J_8200V	MixLL9_V2	MixMB4_V11	MixMB6_V12	MixMS12_V7	MixMS20_V8	MixRN4_V3	MixRN7_V4	MixSK11_V6	MixSK5_V5	MixSR5_V9
VC_117_7	259	0	34	0	0	0	3	126	0	3095	11544	23	0	9	0	439	15	0	0	2	20	6	0	2	0	0	0	0	533	65	2	13	303	15978	2224	390	445	104	10	0	0	8	0	3	38	3100	92	699	0	1146	0	0	0	0	0	0	0	80	0	205	323	0	0	0	53	38	199	3714	118	198	1239	85	0	1210	7397	3607	5	151	0	138756	11570	2443	0	0	0	29	926	115	0	2	29	0	0	0	3	528	24	0	1	21	297	322	0	15	0	4	6	6	4	0	0	0	0	0	0	11	2	31	12	2	1	8	4	0	11	38	19	0	2	0	4	37	167	214	13	35	5262	5	61	354	3463	3863	18982	278	879	17797	235	44513	24	268	1263	48	31	0	0	2	0	0	0	504	0	12	12
AWG0_V__5531	189112	0	0	0	0	0	0	722	0	4	14	0	0	1	1	0	8	0	0	0	4	0	0	0	300	6	0	0	208	28	0	2	0	2	0	5	58	0	1	28	4	0	2	6	0	7	15	0	0	2837	7	1	0	0	4	0	0	2	0	5	19	0	0	0	5	0	0	189	1	40	5	0	4	227	4	1	0	3	0	11	0	2	0	0	0	2	0	0	33	17	0	253	605	14	8	41	18	0	0	533	9	9	2	0	30	1	4	34	2	0	0	0	18	4	0	0	0	0	0	0	2	0	22	0	21	20	686	0	0	0	12	44	55	17	23	157	92	310	19	0	65	100	80	35	0	4	0	64	0	89	0	0	0	6	0	0	0	0	50	0	0	3	0
VC_120_5	13	2729	2	4	29	52	376	105	507	58	28	0	1263	677	579	51	24	1751	102	6690	7	6	15252	68266	583	90	2941	16	863	5077	57	193	59	40	5	40	684	387	3	8712	8017	4864	61393	30125	377	1330	6592	48	35627	37	7	226	107	22	38	96	633	24	950	6	168	3	0	23	6	11	4	19	13	39	54	38	140	3271	62	24	23	179	173	91	36	40	432	59	285	24	217	20	107	315	7687	880	106	12	303	173	16	28	6947	164	36	14	310	11	190	8	375	657	571	693	365	568	81	2023	559	222	96805	36148	54729	4089	705	15008	13422	12686	478	11824	412	2	7932	131	3916	83	104	21	60	2289	1182	1	11	21	29	1699	261	47	34	1146	31	702	4	126	24	23322	49639	416	1068	505	28855	52328	1848	712	6142	126	1846
VC_117_4	7	0	10	0	2	0	2	6	18	9	9	1	0	0	2	551	3	0	4	0	7	0	12	0	0	0	2	6	0	0	4	44	0	0	3	8	3	4	3	2	2	0	2	2	0	159	1	3	0	19	0	0	3	0	2	13	0	3	0	9	21	0	0	0	0	0	2	63	2	12	1	0	39	454641	392	76	0	0	4	31	13	15	0	0	0	0	16	0	0	7	0	0	5	5	4	621831	0	2	63	0	4	17	6	2	13	211	0	0	10	5	4	1	0	0	1	0	9	33	55	1	68	0	2	7	3	119	13	2	2	4	0	17	12	14	9	48	20	0	7	36	75	250	12	27616	3	7	24	41	10	134612	0	0	3	10	4	58	203	0	8	32	0	0	126
VC_38_2	42	12	0	0	0	0	0	0	4	98	558	4	42	67	9	191	41	0	300	0	254	0	312	68	67509	13589	0	0	82348	10020	409	147	0	12	7	7262	172	45	344	1565	4	253	0	1	82	2596	189	74	48	42	14	368	272	8	166	26	0	257	0	157	29	3	0	0	152	99	0	23	34	865	115908	12399	18	2141	144	70	345	489	2	730	2	32	0	0	0	9	6	30	4468	5556	41	2042	2	6601	0	844	20	0	0	473	555	1314	7	4	2329	1668	0	2283	6	6	2	6	1048	2	0	240	10	92	34	58	0	2	29	10	41	0	54	0	1	15	1709	4690	33121	42223	671	2313	105	41	103	4	369	462	750	34	0	589	29	181	0	64	0	350	0	0	0	0	0	1	0	324	0	0	5
VC_117_3	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	50162	6	0	0	0	0	4	0	0	0	0	0	0	6	0	0	17	0	0	0	0	1	11	0	24	0	0	0	0	0	1	0	7	0	8	0	1	0	0	0	0	0	2	0	30	13	0	0	0	0	7	0	5	2	7	19	0	0	7265	72	49	0	0	0	49	1	2	1	0	0	0	2	0	8	4	2	0	0	14	0	2271	0	0	0	15	0	10	0	0	10	2	4	1	0	0	0	0	1	0	0	0	1	0	14	1	0	6	0	0	4	15	2	0	2	0	12	1	8	5	12	65	6	0	3	0	13	34	1	136	1	3	1	15	2	1099	0	72	0	0	0	0	0	0	74	5	0	0	2
VC_120_4	4	25512	5	152	73	419	1749	108	348	7	56	0	728	467	206	0	60	2334	159	13360	6	0	15834	46021	2	9	1166	27	2979	5226	18	82	2	6	1	7	696	27	0	5427	3128	2206	29470	15444	227	643	6709	13	20313	26	4	101	68	5	6	85	955	6	153	0	74	4	0	2	5	5	10	0	0	11	3	30	7	20	153	104	6	0	4	47	1	4	1388	40	200	3	44	119	44	54	11175	82	176	2	0	32	88	9	4135	162	3	3	4	3	10	0	118	1255	19	2	12	2	0	11	32	50	77926	32908	54123	1343	819	6517	10210	2742	637	10194	341	0	2143	92	1572	7	11	11	5	375	887	1	2	9	33	366	186	6	33	5	43	337	34	2	9	14336	43766	221	286	600	7726	22317	606	479	3539	139	1098
G21F_7947_V5__4049	14	86	0	0	0	0	0	22	148	10	39	0	11	2	25	23	48	6	21	3	527	0	61	15	2107	390	7	0	292	223	88	1657	14	2	100	83	84	4	23	349	23	2117	18	0	502	47	8	0	39	14	5	752	93	10	91	7	0	29	58	8	13	0	0	0	64	92	1	6	4	87	88	23	2	123	58	33	182	15	62	175	15	13	0	0	0	0	9	17	1200	1374	0	5512	0	42	0	1157	9	1	0	498	30	73	0	0	3284	91	0	6945	0	8	13	0	246	1	20	115124	1152	1055	4115	882	0	0	1	7	3	27	37	0	0	8	428	850	574	62	10590	45449	38	3	5	0	317	189	121	19	2	95	28	72	0	14	0	0	0	2	0	0	0	0	16	677	0	6	4
VC_39_2	608	254975	1953	876	767	11039	10184	45187	129262	209302	567	658	9398	22348	106080	3442	110	2120	119354	1996	22	636	173	121	22634	10787	106	0	176	88	483	6042	25	131	150	2087	190	931	1131	3122	882	18416	68444	565	8881	1154	235	134463	802	159	526	73297	5034	3282	1989	15496	2392	39241	47720	827	321	4877	2706	76322	67	90	5404	214	164	5198	657	11692	422883	396	3074	2245	6272	1065	296020	816	4502	578	9570	21625	10578	0	20	3293	979	19854	1	1102	955	565	495	430	84	7163	469	3441	35	24	459	6030	114	24	2111	152	687	16153	14135	643	2516	10282	38140	0	4	1047	270	8	1	67	344	8	45	271	383	2	7	117	63	12	12	2	3	8	2	8	5	0	6	18	21	93	0	2	3	3	2	1	0	1	0	16	1	47	64	0	80	11	1	109	68
AZT2_V__5066	13	0	0	0	0	0	0	0	0	105	44	0	3	0	0	4206	3	0	0	0	7	0	0	0	0	0	6304	0	6	0	427307	186	16	47	224	3	0	4	2	12	8	8	0	0	50	26	12	0	0	6	0	0	0	0	0	0	0	124	0	0	4	0	2	0	2	39	0	0	20	18	0	4558	0	13	9	1	0	0	0	0	19	48	0	4	0	0	1	130	57	209	9	907	0	0	0	50	28	0	0	245	11	151	0	30	272	1601	0	34	0	0	2	0	0	0	0	6	0	0	0	0	0	1	0	1	29	1	0	4083	1	0	30	18	323	95	45	1275	0	0	0	0	36	31	3	20	0	49	1547	224	21	8	0	0	2	0	6	0	46	0	0	0	0	1682	9
VC_72_2	82	86	4	8	0	0	0	0	0	54	194	0	65	399	185	360	64	3	62	0	263	0	3217	2068	1137	855	14	0	207	195	1014	2221	4	48	11	326	331	10	72	182071	18	1482	0	0	49	154	68	14	837	325	15	1302	309	0	824	0	0	1480	0	4	39	0	0	0	1572	558	0	140	778	137	284	67	0	82	332	223	3946	49	0	287	86	14	0	0	0	3	4	148	13858	10276	4	220	0	97	0	2477	50	0	0	937	367	127	11	0	69	232	0	1296	0	4	0	4	517	0	0	630	14	0	22	22	0	0	0	21	10	4	33	0	0	0	439	1350	1125	250	925	6783	72	81	30	11	382	613	182	75	1	65	2	311	0	62	1	0	0	0	0	0	0	0	0	69	0	10	1
G01M_8520_V__857	1642	55	4	1	0	13	8	15	28	45	42	0	32	42	25	142	286	1	98	4	54	2	213	101	9558	2375	7	0	2507	462	143	83	0	2	0	382	63	327	914	1784	16	213	13	6	131	227	23	28	8	166	641	341	105	4	206	45	17	232	5	96	234	94	3	125	233	148	2	77	41	2718	4509	820	227	2687	69	66	328	205	93	201	16	301	28	124	210	21	2	448	2692	5451	68	7439	0	130	0	5386	92	21	0	503	2259	37181	0	2	5616	1403	0	1404	8	4	2	1	134	4	7	218	10	71	8	44	0	6	17	8	0	5	41	0	0	2	797	2320	1719	779	251	2047	266	27	5	311	241	367	2391	24	16	139	129	459	0	21	6	17	0	0	0	0	38	0	0	108	0	0	1
VC_276_0	15	0	0	0	0	0	0	0	0	6	17	1	0	5	2	6	7	0	2	0	2	0	2	0	339	19	0	0	59	12	1	78	0	0	0	33	15	6	18	28	0	0	0	0	5	11	8	0	0	19	2	23	24	0	3	0	0	53	0	7	2	0	0	0	23	13	0	5	0	33	9	5	0	451	34	33	43	216	0	19	11	3	0	0	0	2	0	0	118	340	0	30	0	4	0	24	671	0	0	49	25	313	0	0	0	10	0	12	0	0	1	0	16	0	0	97	2	40	4	4	0	0	22	2	2	7	2	0	0	0	209	43327	90	8	15	48	14	0	0	0	515	1316	106	142	0	5	4	890	0	98	0	0	0	2	0	0	0	0	21	49	0	6	21
G01M_8349_V__5516	8	0	0	0	0	0	0	0	0	11	11	0	0	14	66	0	0	0	0	0	32424	0	0	0	37	4	59	0	0	0	1381	2112	0	0	0	1	0	129	259	0	0	0	0	0	57	3816	1426	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	4	0	1	0	29	9	0	0	16	0	0	197	8445	0	0	0	0	0	9	10	0	1	1910681	0	507	4	322	4	0	0	1219	624	3047	0	2	499273	22	0	0	0	20	0	14	0	3753	0	102	49	0	14	8	0	0	0	18	0	0	0	0	0	0	30	23	11	5	3	11	2	18	8	0	11	3	3	0	0	49	69	3	0	1	0	4	0	0	0	0	0	0	0	184	0	5163	6
BAX6_V__456	21	3	1	1	0	9	3	0	5	37	13	4	0	1	0	45	2	6	1	6	0	10	0	1	3	0	1	0	0	0	2	5	3	5	2	11	15	516	105	7	6	2	5	8	14	112	0	4	2	2871	47	0	0	5	0	53	24	57	0	4	24	48	1	92	16594	1284	38	4168	58349	19	76	21	69	468	25001	8516	7	2	24	39	9	9	15	49	138	0	15	0	30	13	31	0	0	0	40	92018	10	0	11	10	12	21	52	0	0	63	41	2	74	64	24	66	7	0	56	3	1	0	10	1	0	3	5	0	0	0	3	0	0	0	0	3850	1786	4587	2	10	1879	1	0	3	2042	4377	5	92	5	3	9	80	3	547	6	1	0	0	0	0	0	0	0	0	0	0	2
VC_126_2	73	8	3	1	3	19	8	0	0	25	160	3	20	2	0	59	100	7	76	15	388	5	58	13	4240	786	4	10	2507	370	29	50	18	7	21	395	714	34	63	359	11	52	3	15	3461	1389	271	7	4	35	41	65	6	23	9	93	54	5141	0	41	60	342	7	183	3593	2555	11	5666	834	450	1256	215	93	791	93	587	86	109	31	53	89	39284	38	119	254	2104	211	234	2371	3120	2517	833124	4	63	6	683	4	15	0	17713	5126	41687	4	10	462764	156	0	435	0	6	1	6	154	0	2	375	0	64	21	46	0	19	13	125	1	13	12	0	0	1	289	967	1879	171	217	2008	92	29	52	382	428	1318	228701	83	1531	491	5025	336	4	50	19637	25	18	0	0	0	0	0	0	75	0	2	10
BAC3_V__5269	241	27	9	21	0	0	10	67	4	382	1107	0	25	318	165	834	19	1	741	0	659	7	109	58	3379	334	0	4	81685	12540	99	2788	56	410	180	75614	2934	56	290	242	8	284	0	0	481	1065	158	348	428	1654	6	175	79	0	47	28	0	5875	0	303	251	4	0	0	183	253	0	30	66	882	766	1122	0	1520	515	479	91	525	15	467	474	689	2	0	0	42	23	218	9513	9860	6	687	0	114	2	1505	110	8	0	1221	498	1857	1	4	643	187	4	2198	6	4	0	2	148	1	0	60	4	76	21	18	2	8	12	67	8	50	50	0	0	7	482	3696	2519	653	357	1534	223	112	79	4	1153	2192	2373	210	8	899	148	1758	0	215	3	1	0	8	8	38	107	0	3	195	0	6	208
VC_217_3	5671	2	4	0	7	0	18	316	0	145	68	0	0	1	0	1	0	0	19165	2	24170	22	13	4	3586	9	7319	14268	41784	125	3	89666	171251	34	5	6	3	243409	0	61	76	41	4	16	10	192324	0	1	9	0	1	88	23	17	1	0	63	8	1	184	25005	2	1	0	114	2	14	0	38	1587	262	26	1	6999	271387	4	0	3084	3	4979	662354	2	26	64	5	0	0	3366	210431	35192	24	1191	43	6	10	12226	1760	2	8	136079	88	208	2	213	368	4	27	365	4	34	0	0	64	10	0	491	15	228	292	0	4	11	173	204	8	23	10	0	0	16	85	107	632	35039	3447	334931	832	7	90	4	1940	497	651	1258	0	2430907	4	51323	0	838	2437	197	10	2	4	84	36	1	4	1	0	3	45
VC_122_0	937	0	562	2	2	0	4	466	0	148	3099	45118	1727	1922	78822	99696	1734	0	2	1	5255	18	0	2	0	0	0	2	0	6	0	11	506	6	11	0	326202	480473	193237	74	26	0	12	8	1031	3932	286	6	0	14249	648	0	0	0	0	44	2	112	0	533	304913	0	0	0	3726792	1920549	213	1083546	1523142	2665	8159	196	198	244	4655	1598	13	3815	22	46	4734	516	7	0	0	4	27	288	1507	666	1725	0	0	9	0	41	201	2	0	0	87	599	0	2	0	0	31	0	0	0	0	0	0	0	0	0	1	36	40	2	0	7	17	0	3	19	9	0	2	0	16	6051	4582	11786	2	17	21247	438405	108	953325	16248	7213	698	1835	28	255115	57	493923	3099	11412	53182	107	38	0	0	0	0	0	0	0	0	1	12
VC_64_0	61	0	2	0	6	0	0	18	0	147	372	0	2	27	14	53	15	3	1442	0	132	0	51	28	3281	266	0	3	502080	77824	29	294	1	3	6	22664	793	24	171	80	1	6	4	0	15	94	70	386	105	328	0	8	10	0	2	36	2	580	0	105	52	0	0	0	19	66	0	0	13	205	469	230	0	1006	39	22	13	233	7	739	54	18	0	0	0	28	22	160	5922	5490	12	1793	0	992	0	222	21	2	0	346	154	2273	4	2	1061	55	6	399	2	4	0	0	160	0	0	88	39	9	25	49	0	7	26	24	10	41	56	0	0	11	1637	1122	499	83	298	373	36	197	165	5	1209	1255	3033	24	0	1209	0	336	0	118	1	8	0	0	6	0	0	0	0	54	0	0	94
VC_217_4	4365	0	2	0	1	0	0	312	0	201	70	0	0	0	2	0	0	0	20663	1	38054	0	4	0	3130	0	11369	9086	28612	15	0	107238	161991	0	0	0	2	113074	0	40	0	87	5	10	3	186194	0	14	1	0	6	26	0	0	0	3	0	7	0	151	15710	2	1	0	147	3	4	0	37	1880	0	0	6	6660	179374	8	0	2652	6	4110	176566	0	0	8	0	0	0	4717	376919	89818	6	965	1	0	0	8756	493	2	0	143185	186	116	0	90	209	0	0	135	4	2	0	0	8	4	0	478	2	29	373	0	0	4	12	1	2	14	2	0	8	1	11	80	148	7722	5105	515192	566	4	82	2	2234	207	665	2203	0	1532077	2	62330	0	1184	4538	176	4	0	0	181	16	1	0	10	0	0	29
G23J_7943V__2766	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	18	0	0	0	0	0	6	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	11	0	0	2765	0	32	18578	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	904313	0	42	6	9	4	1063610	10	53	16	4	0	17	0	2	0	0	0	0	0
VC_117_15	6794	0	488	50	0	4	2	19	0	4972	1634	15	0	0	2	7755	466	0	0	0	163	8	4	0	0	0	0	0	0	0	25	3	3	68	23	18	930	229	7	0	0	0	2	2	385	36404	189	5301	0	6629	12	0	0	2	0	18	0	74	0	4179	8158	0	0	0	641	128	89	49995	1116	1963	537	36	0	2365	296421	73237	17	338	18	500	155	33	0	0	0	13	76	4	12	22	84	0	0	0	1	1576	89	0	0	0	441	208	0	2	0	0	0	0	2	0	0	0	3	0	2	0	2	42	16	8	4	18	29	4	2	18	2	42	0	0	0	170	875	3802	9	26	1312	10	141	469	1672	8340	728	135	155	839	3828	21646	915	712	119	464	0	0	6	50	0	0	0	9	0	0	83
VC_129_0	369	6	33	11	0	0	0	0	0	15	35	0	0	14	0	2	0	0	20	0	61	0	2	4	128	1	0	107	739	99	6	2195	15	10	2	47	11	3	3	0	2	0	0	0	16	19	13	63	2	6	0	12	13	0	0	4	0	2761	0	21	3	0	0	0	3	6	0	27	0	183	92	13	0	46	245	63	0	1	0	5	0	0	0	0	1	0	0	7	203	83	0	62	0	0	0	3334	9	0	2	95	137	43	0	214	30	202	0	19	0	0	0	0	0	0	0	2	0	76	6	4	0	0	6	6	0	0	0	0	0	0	0	974	14056	70698	39	1070	4	0	1	0	8	35	18	9	0	18	4	99	0	9	0	9	3	0	0	0	0	0	0	2	0	7	0
BBD0_V__1911	2	0	12	2	0	0	7	0	0	2597	18716	372	0	0	0	3107	127	0	0	0	0	0	0	0	0	0	2	4975	0	0	0	12	0	0	1	0	0	18236	22354	11	128	8	0	2	0	0	0	0	0	1	1334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3066	0	10	0	1520781	76	2	0	1557	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	171	0	0	0	0	0	0	0	0	0	0	28	0	6	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	3	46	40	0	2	0	0	0	10	774	2	0	3	5392	4912	1025	3	12	0	294	1	7	2	1253	37	2378	1539	0	0	3	0	0	0	0	0	0	0	0	0
VC_120_3	9	16328	10	4	20	114	312	176	342	20	4	0	879	553	174	1	80	3259	168	18721	0	0	20094	57524	5	38	1088	30	3795	5276	28	144	0	19	3	0	448	10	0	3876	2898	1722	22967	11878	254	786	3828	36	24855	12	2	85	80	20	4	110	1097	22	188	3	4	2	0	3	2	5	8	0	1	16	0	63	26	37	8	4	9	0	20	321	6	0	2193	35	157	7	69	38	13	116	15636	81	199	6	26	36	116	19	3652	25	2	0	22	6	93	1	110	2628	42	13	39	30	15	20	22	64	32857	17288	26677	1509	1026	5745	11157	2287	258	6735	265	2	2441	133	4367	10	10	6	3	724	774	30	22	42	16	472	154	21	61	5	60	487	34	13	6	19046	35279	294	386	484	8432	22440	600	541	5572	163	1539
BAX1_V__5467	123	135	24	8	18	86	36	0	24	25	81	0	487	12647	3582	9818	159	155	24	21	3502	42	4928	1693	4083	5336	679	2	1899	459	4845	1687	86	129	385	1515	690	13	144	7043	177	8063	15	37	667	6265	350	125	10124	213	126	4763	3228	95	1281	423	219	333	13	75	102	558	11	682	13909	6859	12	844	1180	296	830	561	412	534	472	830	8868	110	226	1598	35	800	114	555	1009	0	3	151	2402	8380	156	3182	7	10	0	4941	17	5	0	2144	347	1344	0	1	3240	1343	16	2512	0	2	2	1	5286	1	0	2313	16	65	82	126	0	10	23	180	43	28	148	0	1	10	10022	3534	1552	383	489	5892	384	16	3	1	1705	989	1360	35	0	213	9	771	6	23	2	152	2	0	0	0	0	0	0	32	0	214	0
VC_108_2	53	669279	0	2	0	0	0	4873	41	12959	2134	38	0	0	0	316	142306	71	9	48	0	58	2	40	7970	321	2554	109	3892	9143	67840	1379998	16	71	28508	2	70	493	0	3552	39	2531	11	1029	0	6860	12	101838	278	5315	206	5423	1175256	0	2	30	2108	3	14	118	276	0	1	2	6286	324	8	4774	1	1214	0	61845	8	3681	7535	527463	2	72	3058	9530	19	0	6	49	0	2	715	0	422	679	26	40	27	0	0	0	12269	0	0	40	773	3277	0	94	3	0	141	3822123	0	6	235342	189	0	0	465	225	4	24	29	55	12	10	284963	2330	1211608	1817982	73	49	165	434	15973	12	827	6522	68	314	46	217	4	33	766	571	52	323	0	7	0	53316	6	126	17	37	1	8	337669	20	0	0	11	621529	0	2039	0
BAH14_V__2160	15	18181	26	19	18289	4	32467	582	557	18	66	6	66	3082	12	172	230	395	3539	16127	8	106744	11643	18335	3084	1495	34875	0	25863	21035	74	2005	200	84955	10644	118	4289	16	53	66369	81291	7620	13511	29278	79932	1260	3159	103	1506	35	2	3472	218	6488	363	137	71024	9	719	0	18	12	918	7	0	11	20118	6	7	7	2533	964	180	25	50	3	2118	30	118	2610	47	11	38791	18	12	5	894	9	256	1545	2582	120	313124	144	51151	8	22	4	754	279	60	3437	231	3	458	28	3526	258	337	389	241	318	446	40	1206	0	988	13627	510	30	1016	191	3533	38	1396	5250	331	8	1200	169	24789	19	4	23	0	36	249	685	33	10273	21	269	8	32	25	92	796	2170	104	60	0	353	1790	1910	178	183	177	7722	2555	45	15	17219	509
VC_186_6	0	0	0	0	0	0	0	0	0	23	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	4295	3037	0	11	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	1	82	0	0	0	0	2	0	0	0	2477	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	47	0	1	0	39	0	0	7065	0	0	0	83	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46573	0	378	0	0	0	0	493327	27	88	3	30	0	0	0	0	23	29	0	66	0	2	0	33	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0
VC_149_6	7	0	0	0	0	0	0	0	0	4	21	0	1	1	0	2	21	0	0	0	39	0	0	0	3	10	0	0	9	0	34	486	1	4	1	28	38	0	0	0	5	0	0	0	0	84	9	18	0	5	0	0	0	0	0	10	0	0	0	0	6	0	0	0	2	0	0	0	0	52	377	5761	0	1	6	6	0	2	0	0	0	0	0	0	0	0	0	7	16	19	0	23	0	4	0	255	11	0	0	289	10	8	0	14	1	6	0	107	0	0	0	0	17	0	0	24	1	0	0	0	0	0	0	20	6	0	0	0	0	0	0	239	93037	8278	26	215	14	2	1	5	61	13	7	6	0	469	0	22	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0
VC_37_4	55786	6211	4	6415	13500	55151	39109	140	7584	864	948	109	629	6501	2839	29017	8549	30630	4928	25932	1237	35115	18304	11813	2990	971	11807	137	5064	7807	11894	15942	687	10074	11094	25882	9648	3969	555	38516	43651	5887	20033	35658	97381	9074	11175	208	7502	1126	805	6980	9021	51044	4697	335891	139547	212427	7636	4063	11502	419385	9627	546651	9450	2328	9643	3895	3580	3556	8840	89229	286133	33970	18752	5759	128489	6382	129597	17887	1021	12665	107706	432571	779486	0	15	34	73	123	11	13	54	34	290	82	22	144	159	61	83	27	389	15	38	2	598	59	622	699	469	569	110	32	732	13	123	8656	3676	214	11	613	1875	69	1391	2596	1114	7	161	838	574	91	98	28	39	422	1	225	36	0	8	5	7	146	14	25	5	7	1	2	4	18	1	21	64	0	139	20	180	15	4	114	94
VC_6_2	227	0	6	0	788	10	10	0	0	151517	59573	41	0	0	0	134334	2512735	0	0	1	0	7	4	2	8	6	54	4176240	8	16	0	60	9164849	1055367	11312734	40	10	835	24942	4	19295	1467	6	53	0	0	0	8	0	40	0	2	0	0	0	58	0	0	0	3	11248	562	0	2	0	0	0	0	1	81520	3	0	35	0	0	0	0	96330	6	0	0	1	3	6	4	0	0	2	0	0	0	0	242	0	0	0	61	10	0	0	385605	96156	14	11622386	26	0	0	0	124	0	8	4	0	0	2	0	0	0	4	2	0	0	0	159	0	0	0	0	0	0	0	2	10	18	0	0	159	0	2	5288	13600863	1820173	186	16194	1692	3001	138	62753	4	84	2872606	1047	1896	0	0	0	0	0	0	4	0	0	0
VC_26_0	0	0	0	0	0	0	0	0	0	230	434	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	3	0	8	134	0	95360	27	0	0	0	0	1	0	0	0	0	0	0	2	37	0	0	279	0	0	205	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	8	0	0	0	24	559	2	0	19	0	1	25	0	0	0	0	0	0	2	27	11	0	2	0	0	0	2	4	0	0	184	2	3	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	12	0	0	0	11	0	3	0	0	0	0	0	0	47	3	3	1	1134	0	0	0	0	1	0	0	5	0	978	0	174	0	1	0	32	0	0	1	0	0	0	0	3	0	0	0
VC_149_5	21	0	0	0	0	0	0	0	0	30	11	0	2	35	0	4	0	0	0	0	8	0	0	0	31	2	0	0	0	3	4	57	1	1	0	0	11	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	44	0	329	0	8	4	1	0	3	0	0	5	0	0	0	0	0	20	60	294	825	0	5	0	0	0	234	26	1	0	72	44	55	0	0	0	6	0	87	0	0	0	0	32	0	0	249	0	0	11	0	0	0	0	0	7	0	0	0	0	0	0	69	126	22	142066	1932145	0	0	0	0	228	35	6	8	0	11	0	31	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
